PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35936426","Effect of the Geometrical Structure on the Superhydrophobicity and Self-Cleaning Properties of Plasma-Treated Polyvinylidene Fluoride Fabrics","Hong HR, Lee JS, Park CH.","ACS Omega. 2022 Jul 21;7(30):26275-26288. doi: 10.1021/acsomega.2c01999. eCollection 2022 Aug 2.","Hong HR","ACS Omega","2022","2022/08/08","PMC9352256","","10.1021/acsomega.2c01999"
"34361264","Fatigue Testing of Wearable Sensing Technologies: Issues and Opportunities","Persons AK, Ball JE, Freeman C, Macias DM, Simpson CL, Smith BK, Burch V RF.","Materials (Basel). 2021 Jul 21;14(15):4070. doi: 10.3390/ma14154070.","Persons AK","Materials (Basel)","2021","2021/08/07","PMC8347841","","10.3390/ma14154070"
"35243220","Improving thermal conductivities of textile materials by nanohybrid approaches","Kalaoglu-Altan OI, Kayaoglu BK, Trabzon L.","iScience. 2022 Jan 30;25(3):103825. doi: 10.1016/j.isci.2022.103825. eCollection 2022 Mar 18.","Kalaoglu-Altan OI","iScience","2022","2022/03/04","PMC8867053","","10.1016/j.isci.2022.103825"
"40358270","Comparative Property Analysis of One-by-One Rib Lingerie Fabrics Fabricated from Modal Fibers and Microfibers","Tomljenović A, Živičnjak J.","Nanomaterials (Basel). 2025 Apr 25;15(9):653. doi: 10.3390/nano15090653.","Tomljenović A","Nanomaterials (Basel)","2025","2025/05/13","PMC12074228","","10.3390/nano15090653"
"39274164","Bio-Innovative Modification of Poly(Ethylene Terephthalate) Fabric Using Enzymes and Chitosan","Čorak I, Tarbuk A, Flinčec Grgac S, Dekanić T.","Polymers (Basel). 2024 Sep 7;16(17):2532. doi: 10.3390/polym16172532.","Čorak I","Polymers (Basel)","2024","2024/09/14","PMC11398088","","10.3390/polym16172532"
"40500485","All-Weather 3D Self-Folding Fabric for Adaptive Personal Thermoregulation","Zhang X, Gu Y, Chao X, Wang Z, Wu S, Xu J, Li Z, Pan M, Shou D.","Nanomicro Lett. 2025 Jun 12;17(1):290. doi: 10.1007/s40820-025-01812-2.","Zhang X","Nanomicro Lett","2025","2025/06/11","PMC12158874","","10.1007/s40820-025-01812-2"
"30965962","Coating of TPU-PDMS-TMS on Polycotton Fabrics for Versatile Protection","Moiz A, Padhye R, Wang X.","Polymers (Basel). 2017 Nov 30;9(12):660. doi: 10.3390/polym9120660.","Moiz A","Polymers (Basel)","2017","2019/04/11","PMC6418616","","10.3390/polym9120660"
"36903240","Influence of Stretching on Liquid Transport in Knitted Fabrics","Matusiak M, Sukhbat O.","Materials (Basel). 2023 Mar 6;16(5):2126. doi: 10.3390/ma16052126.","Matusiak M","Materials (Basel)","2023","2023/03/11","PMC10003966","","10.3390/ma16052126"
"26593699","Characterizing the transplanar and in-plane water transport properties of fabrics under different sweat rate: Forced Flow Water Transport Tester","Tang KPM, Chau KH, Kan CW, Fan JT.","Sci Rep. 2015 Nov 23;5:17012. doi: 10.1038/srep17012.","Tang KPM","Sci Rep","2015","2015/11/24","PMC4655317","","10.1038/srep17012"
"40836841","Microfluidic technologies for wearable and implantable biomedical devices","Wang Z, Shah A, Lee H, Lee CH.","Lab Chip. 2025 Sep 9;25(18):4542-4576. doi: 10.1039/d5lc00499c.","Wang Z","Lab Chip","2025","2025/08/21","PMC12368579","","10.1039/d5lc00499c"
"32033396","Beeswax-Modified Textiles: Method of Preparation and Assessment of Antimicrobial Properties","Szulc J, Machnowski W, Kowalska S, Jachowicz A, Ruman T, Steglińska A, Gutarowska B.","Polymers (Basel). 2020 Feb 5;12(2):344. doi: 10.3390/polym12020344.","Szulc J","Polymers (Basel)","2020","2020/02/09","PMC7077388","","10.3390/polym12020344"
"37887102","Advanced Textile-Based Wearable Biosensors for Healthcare Monitoring","Li S, Li H, Lu Y, Zhou M, Jiang S, Du X, Guo C.","Biosensors (Basel). 2023 Sep 27;13(10):909. doi: 10.3390/bios13100909.","Li S","Biosensors (Basel)","2023","2023/10/27","PMC10605256","","10.3390/bios13100909"
"36808537","Recycling of disposable single-use face masks to mitigate microfiber pollution","Ramasamy R, Subramanian RB.","Environ Sci Pollut Res Int. 2023 Apr;30(17):50938-50951. doi: 10.1007/s11356-023-25851-7. Epub 2023 Feb 18.","Ramasamy R","Environ Sci Pollut Res Int","2023","2023/02/22","PMC9937865","","10.1007/s11356-023-25851-7"
"34503050","Increased Comfort of Polyester Fabrics","Martí M, Gisbert-Paya J, Bonet-Aracil MÁ, Jovančić P, Lis MJ, Coderch L.","Polymers (Basel). 2021 Sep 6;13(17):3010. doi: 10.3390/polym13173010.","Martí M","Polymers (Basel)","2021","2021/09/10","PMC8433904","","10.3390/polym13173010"
"32149216","Mechanically Robust, Responsive Composite Membrane for a Thermoregulating Textile","Jahid MA, Hu J, Thakur S.","ACS Omega. 2020 Feb 17;5(8):3899-3907. doi: 10.1021/acsomega.9b03268. eCollection 2020 Mar 3.","Jahid MA","ACS Omega","2020","2020/03/10","PMC7057325","","10.1021/acsomega.9b03268"
"32927922","Comparative Analysis of Thermophysiological Comfort-Related Properties of Elastic Knitted Fabrics for Cycling Sportswear","Teyeme Y, Malengier B, Tesfaye T, Vasile S, Van Langenhove L.","Materials (Basel). 2020 Sep 10;13(18):4024. doi: 10.3390/ma13184024.","Teyeme Y","Materials (Basel)","2020","2020/09/15","PMC7558677","","10.3390/ma13184024"
"37534139","Sweat and odor in sportswear - A review","Chang Y, Wang X.","iScience. 2023 Jun 8;26(7):107067. doi: 10.1016/j.isci.2023.107067. eCollection 2023 Jul 21.","Chang Y","iScience","2023","2023/08/03","PMC10391722","","10.1016/j.isci.2023.107067"
"35721674","Fiber types and fabric structures influence on weft knitted fabrics","Hoque MS, Hossain MJ, Rahman MM, Rashid MM.","Heliyon. 2022 Jun 9;8(6):e09605. doi: 10.1016/j.heliyon.2022.e09605. eCollection 2022 Jun.","Hoque MS","Heliyon","2022","2022/06/20","PMC9204663","","10.1016/j.heliyon.2022.e09605"
"36593802","Dual-bionic nano-groove structured nanofibers for breathable and moisture-wicking protective respirators","Li Y, Hua Y, Ji Z, Wu Z, Fan J, Liu Y.","J Memb Sci. 2023 Apr 15;672:121257. doi: 10.1016/j.memsci.2022.121257. Epub 2022 Dec 29.","Li Y","J Memb Sci","2023","2023/01/03","PMC9797220","","10.1016/j.memsci.2022.121257"
"40304198","Intertrigo in Severe Obesity: Clinical Insights and Outcomes With a New Antimicrobial Silver-Infused Breathable Fabric","Pera F, Suman C, Cosma M, Mazza S, Brunani A, Cancello R.","J Cosmet Dermatol. 2025 May;24(5):e70161. doi: 10.1111/jocd.70161.","Pera F","J Cosmet Dermatol","2025","2025/04/30","PMC12042251","","10.1111/jocd.70161"
"32946526","A laboratory-based study examining the properties of silk fabric to evaluate its potential as a protective barrier for personal protective equipment and as a functional material for face coverings during the COVID-19 pandemic","Parlin AF, Stratton SM, Culley TM, Guerra PA.","PLoS One. 2020 Sep 18;15(9):e0239531. doi: 10.1371/journal.pone.0239531. eCollection 2020.","Parlin AF","PLoS One","2020","2020/09/18","PMC7500605","","10.1371/journal.pone.0239531"
"37175236","Hydrophilic Modification of Polyester/Polyamide 6 Hollow Segmented Pie Microfiber Nonwovens by UV/TiO(2)/H(2)O(2)","Zhao B, Han X, Hu C, Qian X, Duo Y, Wang Z, Feng Q, Yang Q, Han D.","Molecules. 2023 Apr 30;28(9):3826. doi: 10.3390/molecules28093826.","Zhao B","Molecules","2023","2023/05/13","PMC10180158","","10.3390/molecules28093826"
"35688946","E-textile based modular sEMG suit for large area level of effort analysis","Ohiri KA, Pyles CO, Hamilton LH, Baker MM, McGuire MT, Nguyen EQ, Osborn LE, Rossick KM, McDowell EG, Strohsnitter LM, Currano LJ.","Sci Rep. 2022 Jun 10;12(1):9650. doi: 10.1038/s41598-022-13701-4.","Ohiri KA","Sci Rep","2022","2022/06/10","PMC9187645","","10.1038/s41598-022-13701-4"
"38399892","Use of Electrospinning for Sustainable Production of Nanofibers: A Comparative Assessment of Smart Textiles-Related Applications","Stramarkou M, Tzegiannakis I, Christoforidi E, Krokida M.","Polymers (Basel). 2024 Feb 14;16(4):514. doi: 10.3390/polym16040514.","Stramarkou M","Polymers (Basel)","2024","2024/02/24","PMC10893451","","10.3390/polym16040514"
"41345320","Scalable and Healable Gradient Textiles for Multi-Scenario Radiative Cooling via Bicomponent Blow Spinning","Ji B, Wang Y, Liu Y, Zhao Y, Xu F, Huang J, Miao YE, Zhang C, Liu T.","Nanomicro Lett. 2025 Dec 5;18(1):86. doi: 10.1007/s40820-025-01947-2.","Ji B","Nanomicro Lett","2025","2025/12/04","PMC12678696","","10.1007/s40820-025-01947-2"
"39685356","Analysis of Liquid Sweat Transport in Underwear Combined with Multilayer Fabric Assemblies for Firefighter Outfits","Matusiak M, Sukhbat O.","Materials (Basel). 2024 Dec 3;17(23):5920. doi: 10.3390/ma17235920.","Matusiak M","Materials (Basel)","2024","2024/12/17","PMC11643558","","10.3390/ma17235920"
"34219807","Nanomaterials-patterned flexible electrodes for wearable health monitoring: a review","Hasan MM, Hossain MM.","J Mater Sci. 2021;56(27):14900-14942. doi: 10.1007/s10853-021-06248-8. Epub 2021 Jun 28.","Hasan MM","J Mater Sci","2021","2021/07/05","PMC8237560","","10.1007/s10853-021-06248-8"
"41238539","Biomimetic Janus membrane with spongy channels for directional liquid transport","Kuang X, Zhang Z, He H, Ma X, Zhang X, Zhu L, Cong H, Jiang G, Ramakrishna S, Ma P.","Nat Commun. 2025 Nov 14;16(1):10001. doi: 10.1038/s41467-025-64964-0.","Kuang X","Nat Commun","2025","2025/11/14","PMC12618621","","10.1038/s41467-025-64964-0"
"39995926","Janus flame-retardant polyester fabric with one-way water transfer for fog collection: Influence of plasma duration, aluminum phosphate, and TiO(2) nanoparticles","Izadi N, Montazer M, Haji A.","Heliyon. 2025 Jan 31;11(3):e42400. doi: 10.1016/j.heliyon.2025.e42400. eCollection 2025 Feb 15.","Izadi N","Heliyon","2025","2025/02/25","PMC11848076","","10.1016/j.heliyon.2025.e42400"
"41304033","Spinning and Tactile Hand/Wear Comfort Characteristics of PET/Co-PET Hollow Fabrics Made of Inorganic Particles Embedded Sheath/3-Core Bicomponent Yarns","Kang J, Kim H.","Materials (Basel). 2025 Nov 14;18(22):5188. doi: 10.3390/ma18225188.","Kang J","Materials (Basel)","2025","2025/11/27","PMC12654387","","10.3390/ma18225188"
"37638159","A Janus membrane doped with carbon nanotubes for wet-thermal management","Tian B, Hu M, Yang Y, Wu J.","Nanoscale Adv. 2023 Jul 26;5(17):4579-4588. doi: 10.1039/d3na00398a. eCollection 2023 Aug 24.","Tian B","Nanoscale Adv","2023","2023/08/28","PMC10448357","","10.1039/d3na00398a"
"41438027","Low-power textile-integrated electroosmosis pump for active moisture and sweat management","Hutchins A, Acharya S, Akanbi O, Doan K, Pinninti P, Isherwood K, Rosenberg Z, Filocamo S, Zhang Y, Guo W.","iScience. 2025 Nov 21;28(12):114165. doi: 10.1016/j.isci.2025.114165. eCollection 2025 Dec 19.","Hutchins A","iScience","2025","2025/12/24","PMC12721138","","10.1016/j.isci.2025.114165"
"38231977","The Potential of Double-Faced Polyester-Viscose Woven Fabric as a Porous Substrate for Direct-Coating and Multilayer Concept","Soekoco AS, Mustafa D, Oktavian D, Bahtiar F, Martina T, Nugraha, Yuliarto B.","Polymers (Basel). 2023 Nov 30;15(23):4579. doi: 10.3390/polym15234579.","Soekoco AS","Polymers (Basel)","2023","2024/01/17","PMC10708724","","10.3390/polym15234579"
"39685422","The Functionalization of Activated Polyester Fabrics with Chitosan-Changes in Zeta Potential and Moisture Management","Čorak I, Tarbuk A, Dekanić T, Sikorski D, Draczyński Z.","Materials (Basel). 2024 Dec 6;17(23):5987. doi: 10.3390/ma17235987.","Čorak I","Materials (Basel)","2024","2024/12/17","PMC11643489","","10.3390/ma17235987"
"37687618","Influence of Undergarments on the Comfort Level of Scoliosis Brace Wearers","Nagy Szabó O, Geršak J, Koleszár A, Halász M.","Materials (Basel). 2023 Aug 30;16(17):5925. doi: 10.3390/ma16175925.","Nagy Szabó O","Materials (Basel)","2023","2023/09/09","PMC10488811","","10.3390/ma16175925"
"38891452","Fabrication of Waterborne Silicone-Modified Polyurethane Nanofibers for Nonfluorine Elastic Waterproof and Breathable Membranes","Li F, Weng K, Tanaka T, He J, Zheng H, Noda D, Irifune S, Sato H.","Polymers (Basel). 2024 May 25;16(11):1505. doi: 10.3390/polym16111505.","Li F","Polymers (Basel)","2024","2024/06/19","PMC11174452","","10.3390/polym16111505"
"37273634","Facile Process for the Development of Antiviral Cotton Fabrics with Nano-Embossed Copper Oxide","Hussain FS, Memon N, Khatri Z.","ACS Omega. 2023 May 18;8(21):18617-18625. doi: 10.1021/acsomega.3c00492. eCollection 2023 May 30.","Hussain FS","ACS Omega","2023","2023/06/05","PMC10233694","","10.1021/acsomega.3c00492"
"38205337","Impact of vitamin E in improving comfort, moisture management and mechanical properties of flame-retardant treated cotton fabric","Moula ATMG, Mamun MAA, Khan MHK, Hosen MD, Siddiquee MAB.","Heliyon. 2023 Dec 17;10(1):e23834. doi: 10.1016/j.heliyon.2023.e23834. eCollection 2024 Jan 15.","Moula ATMG","Heliyon","2023","2024/01/11","PMC10777372","","10.1016/j.heliyon.2023.e23834"
"38495973","MXene/Cellulose Composite Cloth for Integrated Functions (if-Cloth) in Personal Heating and Steam Generation","Chang J, Pang B, Zhang H, Pang K, Zhang M, Yuan J.","Adv Fiber Mater. 2024;6(1):252-263. doi: 10.1007/s42765-023-00345-w. Epub 2023 Dec 22.","Chang J","Adv Fiber Mater","2024","2024/03/18","PMC10943173","","10.1007/s42765-023-00345-w"
"32866368","Sustainable Personal Protective Clothing for Healthcare Applications: A Review","Karim N, Afroj S, Lloyd K, Oaten LC, Andreeva DV, Carr C, Farmery AD, Kim ID, Novoselov KS.","ACS Nano. 2020 Oct 27;14(10):12313-12340. doi: 10.1021/acsnano.0c05537. Epub 2020 Sep 24.","Karim N","ACS Nano","2020","2020/09/01","PMC7518242","","10.1021/acsnano.0c05537"
"38532281","Soft Robotic Textiles for Adaptive Personal Thermal Management","Zhang X, Wang Z, Huang G, Chao X, Ye L, Fan J, Shou D.","Adv Sci (Weinh). 2024 Jun;11(21):e2309605. doi: 10.1002/advs.202309605. Epub 2024 Mar 26.","Zhang X","Adv Sci (Weinh)","2024","2024/03/27","PMC11151060","","10.1002/advs.202309605"
"37374568","Quality of Fine Yarns from Modacrylic/Polyacrylate/Lyocell Blends Intended for Affordable Flame-Resistant Underwear","Rijavec T, Leskovšek M, Sukič N, Rajar B, Pavko Čuden A.","Materials (Basel). 2023 Jun 14;16(12):4386. doi: 10.3390/ma16124386.","Rijavec T","Materials (Basel)","2023","2023/06/28","PMC10303398","","10.3390/ma16124386"
"38495140","Structure, properties, and fabric applicability of sustainable paper yarn with high washing stability","Memon H, Hu D, Wu L, Wang Y, Yao J, Militky J, Kremenakova D, Zhu G.","Heliyon. 2024 Mar 6;10(5):e27467. doi: 10.1016/j.heliyon.2024.e27467. eCollection 2024 Mar 15.","Memon H","Heliyon","2024","2024/03/18","PMC10943448","","10.1016/j.heliyon.2024.e27467"
"39397953","Development and evaluation of silver-infused Biopolymer coated cotton wound dressings as possible wound healing material","Tauseef M, Azam F, Iqbal Y, Ahmad S, Ahmad F, Masood R, Habib SR, Rasheed A, Zafar MS, Salam A.","Heliyon. 2024 Sep 24;10(19):e38407. doi: 10.1016/j.heliyon.2024.e38407. eCollection 2024 Oct 15.","Tauseef M","Heliyon","2024","2024/10/14","PMC11467561","","10.1016/j.heliyon.2024.e38407"
"36671919","Liquid Metal-Based Electronics for On-Skin Healthcare","Cao J, Li X, Liu Y, Zhu G, Li RW.","Biosensors (Basel). 2023 Jan 3;13(1):84. doi: 10.3390/bios13010084.","Cao J","Biosensors (Basel)","2023","2023/01/21","PMC9856137","","10.3390/bios13010084"
"34501200","Review on the Integration of Microelectronics for E-Textile","Simegnaw AA, Malengier B, Rotich G, Tadesse MG, Van Langenhove L.","Materials (Basel). 2021 Sep 6;14(17):5113. doi: 10.3390/ma14175113.","Simegnaw AA","Materials (Basel)","2021","2021/09/10","PMC8434590","","10.3390/ma14175113"
"36864316","Bioinspired All-Fibrous Directional Moisture-Wicking Electronic Skins for Biomechanical Energy Harvesting and All-Range Health Sensing","Zhi C, Shi S, Zhang S, Si Y, Yang J, Meng S, Fei B, Hu J.","Nanomicro Lett. 2023 Mar 2;15(1):60. doi: 10.1007/s40820-023-01028-2.","Zhi C","Nanomicro Lett","2023","2023/03/02","PMC9981859","","10.1007/s40820-023-01028-2"
"32284976","""Skin-like"" fabric for personal moisture management","Lao L, Shou D, Wu YS, Fan JT.","Sci Adv. 2020 Apr 3;6(14):eaaz0013. doi: 10.1126/sciadv.aaz0013. eCollection 2020 Apr.","Lao L","Sci Adv","2020","2020/04/15","PMC7124935","","10.1126/sciadv.aaz0013"
"38486893","Origami-inspired systems that improve adult diaper performance to enhance user dignity","Brown NC, Pruett HT, Bolanos DS, Jackson C, Beatson B, Magleby SP, Howell LL.","Wearable Technol. 2022 May 11;3:e6. doi: 10.1017/wtc.2021.17. eCollection 2022.","Brown NC","Wearable Technol","2022","2024/03/15","PMC10936335","","10.1017/wtc.2021.17"
"28773912","Highly Absorbent Antibacterial Hemostatic Dressing for Healing Severe Hemorrhagic Wounds","Li TT, Lou CW, Chen AP, Lee MC, Ho TF, Chen YS, Lin JH.","Materials (Basel). 2016 Sep 21;9(9):793. doi: 10.3390/ma9090793.","Li TT","Materials (Basel)","2016","2017/08/05","PMC5457081","","10.3390/ma9090793"
"32775906","Investigation of Antimicrobial Activity of DBD Air Plasma-Treated Banana Fabric Coated with Natural Leaf Extracts","Vajpayee M, Singh M, Ledwani L, Prakash R, Nema SK.","ACS Omega. 2020 Jul 23;5(30):19034-19049. doi: 10.1021/acsomega.0c02380. eCollection 2020 Aug 4.","Vajpayee M","ACS Omega","2020","2020/08/11","PMC7408206","","10.1021/acsomega.0c02380"
"29682606","Poro-elasto-capillary wicking of cellulose sponges","Ha J, Kim J, Jung Y, Yun G, Kim DN, Kim HY.","Sci Adv. 2018 Mar 30;4(3):eaao7051. doi: 10.1126/sciadv.aao7051. eCollection 2018 Mar.","Ha J","Sci Adv","2018","2018/04/24","PMC5909416","","10.1126/sciadv.aao7051"
"38543399","The Application of Textile Materials in Interfacial Solar Steam Generation for Water Purification and Desalination","Saeed HAM, Kazimoto VV, Xu W, Yang H.","Polymers (Basel). 2024 Mar 13;16(6):793. doi: 10.3390/polym16060793.","Saeed HAM","Polymers (Basel)","2024","2024/03/28","PMC10975972","","10.3390/polym16060793"
"34803231","Advanced materials for personal thermal and moisture management of health care workers wearing PPE","Lou L, Chen K, Fan J.","Mater Sci Eng R Rep. 2021 Oct;146:100639. doi: 10.1016/j.mser.2021.100639. Epub 2021 Aug 2.","Lou L","Mater Sci Eng R Rep","2021","2021/11/22","PMC8590464","","10.1016/j.mser.2021.100639"
"35676435","Effect of plasma sericin glutaraldehyde treatments on the low stress mechanical properties of micro denier polyester/cotton blended fabric","Rajalakshmi M, Kubera Sampath Kumar S, Vasanth Kumar D, Siva Jagadish Kumar M, Prakash C.","Sci Rep. 2022 Jun 8;12(1):9441. doi: 10.1038/s41598-022-13661-9.","Rajalakshmi M","Sci Rep","2022","2022/06/08","PMC9178023","","10.1038/s41598-022-13661-9"
"38201749","Characterization of Natural and Synthetic Fabrics for the Treatment of Complex Wastes","López-Borrell A, Lora-García J, Fombuena V, Cardona SC, López-Pérez MF.","Polymers (Basel). 2023 Dec 27;16(1):84. doi: 10.3390/polym16010084.","López-Borrell A","Polymers (Basel)","2023","2024/01/11","PMC10780343","","10.3390/polym16010084"
